,Station,Year,Month,Day,Hour,Temperature,Dew Point,Pressure,Wind Direction,Wind Speed,Sky Condition,Precipitation 6H
2390,2003\010010,2003,4,14,12,7,0,10213,150,30,7,
2391,2003\010010,2003,4,14,13,12,1,10210,180,20,,
2392,2003\010010,2003,4,14,15,13,-1,10196,70,20,8,
2393,2003\010010,2003,4,14,16,15,-4,10187,80,60,,
2394,2003\010010,2003,4,14,17,17,-3,10177,90,60,,
2395,2003\010010,2003,4,14,18,10,-4,10169,90,70,8,
2396,2003\010010,2003,4,14,19,5,-3,10154,70,60,,
2397,2003\010010,2003,4,14,20,14,-1,10141,80,100,,
2398,2003\010010,2003,4,14,21,12,0,10128,80,100,,
2399,2003\010010,2003,4,14,22,13,0,10115,80,100,,
2400,2003\010010,2003,4,14,23,22,9,10104,80,90,,
2401,2003\010010,2003,4,15,0,25,12,10089,70,100,8,
2402,2003\010010,2003,4,15,1,32,16,10080,70,100,,
2403,2003\010010,2003,4,15,2,32,13,10072,80,90,,
2404,2003\010010,2003,4,15,3,30,9,10066,60,60,,
2405,2003\010010,2003,4,15,4,35,5,10063,20,50,,
2406,2003\010010,2003,4,15,5,35,5,10061,190,30,,
2407,2003\010010,2003,4,15,6,14,0,10071,10,70,6,
2408,2003\010010,2003,4,15,7,14,1,10066,340,130,,
2409,2003\010010,2003,4,15,8,12,1,,350,130,,
2410,2003\010010,2003,4,15,9,12,4,10093,350,140,7,
2411,2003\010010,2003,4,15,10,12,3,10105,350,140,,
2412,2003\010010,2003,4,15,11,19,6,10117,350,130,,
2413,2003\010010,2003,4,15,12,24,10,10132,340,140,5,0
2414,2003\010010,2003,4,15,13,15,4,10146,350,130,,
2415,2003\010010,2003,4,15,14,20,6,10158,350,120,,
2416,2003\010010,2003,4,15,15,17,7,10172,350,140,4,
2417,2003\010010,2003,4,15,16,5,-4,10186,350,140,,
2418,2003\010010,2003,4,15,17,0,-6,10197,350,150,,
2419,2003\010010,2003,4,15,18,7,-2,10205,350,140,5,0
2420,2003\010010,2003,4,15,19,4,-6,10215,330,160,,
2421,2003\010010,2003,4,15,20,-5,-10,10232,320,120,,
2422,2003\010010,2003,4,15,21,8,-7,10241,180,20,,
2423,2003\010010,2003,4,15,22,-1,-9,10247,230,80,,
2424,2003\010010,2003,4,16,0,2,-12,10263,230,70,1,0
2425,2003\010010,2003,4,16,1,-7,-13,10275,190,30,,
2426,2003\010010,2003,4,16,2,-1,-7,10283,180,30,,
2427,2003\010010,2003,4,16,3,0,-7,10281,230,30,,
2428,2003\010010,2003,4,16,4,3,-5,10287,150,50,,
2429,2003\010010,2003,4,16,5,2,-6,10285,130,30,,
2430,2003\010010,2003,4,16,6,5,-3,10286,190,20,8,0
2431,2003\010010,2003,4,16,7,12,1,10289,130,30,,
2432,2003\010010,2003,4,16,8,15,3,10291,110,40,,
2433,2003\010010,2003,4,16,9,18,3,10291,110,40,8,
2434,2003\010010,2003,4,16,10,19,6,10289,110,50,,
2435,2003\010010,2003,4,16,11,20,10,10289,120,60,,
2436,2003\010010,2003,4,16,12,23,13,10288,130,60,7,
2437,2003\010010,2003,4,16,13,24,16,10282,120,80,,
2438,2003\010010,2003,4,16,14,25,14,10279,120,80,,
2439,2003\010010,2003,4,16,15,23,14,10280,130,70,8,
2440,2003\010010,2003,4,16,16,24,17,10275,120,70,,
2441,2003\010010,2003,4,16,17,22,16,10269,120,70,,
2442,2003\010010,2003,4,16,18,22,16,10268,130,70,8,
2443,2003\010010,2003,4,16,19,20,14,10265,140,70,,
2444,2003\010010,2003,4,16,20,14,8,10266,170,50,,
2445,2003\010010,2003,4,16,21,16,11,10264,190,50,,
2446,2003\010010,2003,4,16,22,17,12,10260,180,50,,
2447,2003\010010,2003,4,16,23,20,15,10257,140,60,,
2448,2003\010010,2003,4,17,0,17,12,10256,160,40,8,
2449,2003\010010,2003,4,17,1,14,10,10251,140,50,,
2450,2003\010010,2003,4,17,2,13,9,10252,230,10,,
2451,2003\010010,2003,4,17,3,10,6,10248,200,30,,
2452,2003\010010,2003,4,17,4,13,9,10248,200,20,,
2453,2003\010010,2003,4,17,5,17,13,10241,190,40,,
2454,2003\010010,2003,4,17,6,17,12,10238,180,40,8,
2455,2003\010010,2003,4,17,7,20,15,10232,150,50,,
2456,2003\010010,2003,4,17,8,27,17,10231,190,70,,
2457,2003\010010,2003,4,17,9,24,15,10232,180,70,8,
2458,2003\010010,2003,4,17,10,21,14,10233,190,70,,
2459,2003\010010,2003,4,17,11,17,12,10233,180,60,,
2460,2003\010010,2003,4,17,12,15,10,10233,190,60,8,
2461,2003\010010,2003,4,17,13,14,10,10232,180,50,,
2462,2003\010010,2003,4,17,14,13,9,10230,170,60,,
2463,2003\010010,2003,4,17,15,17,13,10232,190,60,8,
2464,2003\010010,2003,4,17,16,22,18,10232,230,40,,
2465,2003\010010,2003,4,17,18,16,12,10227,210,40,8,
2466,2003\010010,2003,4,17,19,15,11,10228,180,10,,
2467,2003\010010,2003,4,17,20,14,10,10230,50,20,,
2468,2003\010010,2003,4,17,21,14,10,10236,10,20,,
2469,2003\010010,2003,4,17,22,13,9,10236,50,20,,
2470,2003\010010,2003,4,17,23,10,6,10239,20,10,,
2471,2003\010010,2003,4,18,0,6,2,10241,290,10,8,0
2472,2003\010010,2003,4,18,1,3,-1,10245,10,10,,
2473,2003\010010,2003,4,18,2,4,0,10250,90,10,,
2474,2003\010010,2003,4,18,3,1,-3,10254,230,20,,
2475,2003\010010,2003,4,18,4,0,-4,10254,230,10,,
2476,2003\010010,2003,4,18,5,-1,-4,10257,240,30,,
2477,2003\010010,2003,4,18,6,0,-3,10261,220,20,8,0
2478,2003\010010,2003,4,18,7,3,-1,10261,220,30,,
2479,2003\010010,2003,4,18,8,4,1,10268,210,50,,
2480,2003\010010,2003,4,18,9,4,0,10272,210,30,9,
2481,2003\010010,2003,4,18,10,4,1,10273,180,20,,
2482,2003\010010,2003,4,18,11,5,2,10276,190,30,,
2483,2003\010010,2003,4,18,12,4,1,10276,170,30,9,0
2484,2003\010010,2003,4,18,13,6,3,10277,180,20,,
2485,2003\010010,2003,4,18,14,8,5,10272,160,20,,
2486,2003\010010,2003,4,18,15,7,3,10273,180,20,9,
2487,2003\010010,2003,4,18,16,6,2,10271,170,20,,
2488,2003\010010,2003,4,18,17,5,2,10268,160,10,,
2489,2003\010010,2003,4,18,18,2,-2,10264,190,20,9,
2490,2003\010010,2003,4,18,19,-1,-4,10266,200,20,,
2491,2003\010010,2003,4,18,20,-4,-7,10263,200,20,,
2492,2003\010010,2003,4,18,21,-7,-10,10264,180,20,,
2493,2003\010010,2003,4,18,22,-7,-10,10260,260,10,,
2494,2003\010010,2003,4,18,23,-8,-11,10260,230,30,,
2495,2003\010010,2003,4,19,0,-7,-10,10257,240,10,9,
2496,2003\010010,2003,4,19,1,-7,-10,10253,240,10,,
2497,2003\010010,2003,4,19,2,-9,-12,10247,240,10,,
2498,2003\010010,2003,4,19,3,-10,-13,10243,240,20,,
2499,2003\010010,2003,4,19,4,-10,-13,10242,240,20,,
2500,2003\010010,2003,4,19,5,-10,-13,10236,260,10,,
2501,2003\010010,2003,4,19,6,-12,-15,10233,240,20,9,
2502,2003\010010,2003,4,19,7,-11,-14,10223,230,10,,
2503,2003\010010,2003,4,19,8,-11,-14,10223,210,20,,
2504,2003\010010,2003,4,19,9,-5,-8,10219,210,40,8,
2505,2003\010010,2003,4,19,10,0,-3,10214,210,30,,
2506,2003\010010,2003,4,19,11,4,0,10204,160,30,,
2507,2003\010010,2003,4,19,12,6,2,10195,170,20,9,0
2508,2003\010010,2003,4,19,13,9,5,10193,110,20,,
2509,2003\010010,2003,4,19,14,15,11,10190,100,20,,
2510,2003\010010,2003,4,19,15,32,27,10182,60,40,1,0
2511,2003\010010,2003,4,19,16,65,32,10176,270,150,,
2512,2003\010010,2003,4,19,17,57,-52,10178,280,150,,
2513,2003\010010,2003,4,19,18,50,-78,10173,280,190,1,0
2514,2003\010010,2003,4,19,19,40,-67,10181,270,140,,
2515,2003\010010,2003,4,19,20,45,-91,10179,260,140,,
2516,2003\010010,2003,4,19,21,40,-87,10183,260,180,,
2517,2003\010010,2003,4,19,22,44,-126,10182,260,170,,
2518,2003\010010,2003,4,19,23,36,-97,10182,260,170,,
2519,2003\010010,2003,4,20,0,30,-72,10185,260,160,1,0
2520,2003\010010,2003,4,20,1,23,-56,10189,270,140,,
2521,2003\010010,2003,4,20,2,23,-52,10189,260,130,,
2522,2003\010010,2003,4,20,3,20,-48,10192,260,120,,
2523,2003\010010,2003,4,20,4,21,-55,10191,250,120,,
2524,2003\010010,2003,4,20,5,15,-45,10195,260,120,,
2525,2003\010010,2003,4,20,6,12,-35,10201,270,100,1,0
2526,2003\010010,2003,4,20,7,11,-32,10195,270,110,,
2527,2003\010010,2003,4,20,8,10,-32,10215,280,120,,
2528,2003\010010,2003,4,20,9,8,-28,10222,290,110,3,
2529,2003\010010,2003,4,20,10,7,-27,10225,300,120,,
2530,2003\010010,2003,4,20,11,7,-25,10228,310,120,,
2531,2003\010010,2003,4,20,12,5,-24,10242,350,80,6,0
2532,2003\010010,2003,4,20,13,-14,-35,10252,10,100,,
2533,2003\010010,2003,4,20,14,-20,-42,10265,10,70,,
2534,2003\010010,2003,4,20,15,24,-57,10269,10,80,4,
2535,2003\010010,2003,4,20,16,-35,-67,10277,360,90,,
2536,2003\010010,2003,4,20,17,-38,-69,10280,360,70,,
2537,2003\010010,2003,4,20,18,-43,-74,10287,360,80,2,0
2538,2003\010010,2003,4,20,19,-48,-78,10291,350,90,,
2539,2003\010010,2003,4,20,20,-49,-79,10299,350,80,,
2540,2003\010010,2003,4,20,21,-54,-86,10304,350,80,,
2541,2003\010010,2003,4,20,22,-56,-88,10308,360,80,,
2542,2003\010010,2003,4,20,23,-59,-90,10310,350,90,,
2543,2003\010010,2003,4,21,0,-60,-90,10316,360,70,1,0
2544,2003\010010,2003,4,21,1,-61,-91,10319,360,60,,
2545,2003\010010,2003,4,21,2,-63,-97,10325,10,50,,
2546,2003\010010,2003,4,21,3,-62,-97,10326,10,50,,
2547,2003\010010,2003,4,21,4,-61,-95,10328,350,50,,
2548,2003\010010,2003,4,21,5,-62,-98,10332,360,70,,
2549,2003\010010,2003,4,21,6,-62,-99,10335,10,60,5,
2550,2003\010010,2003,4,21,7,-58,-98,10339,10,60,,
2551,2003\010010,2003,4,21,8,-57,-97,10343,10,60,,
2552,2003\010010,2003,4,21,9,-49,-89,10349,30,60,1,
2553,2003\010010,2003,4,21,10,-50,-95,10352,10,50,,
2554,2003\010010,2003,4,21,11,-45,-86,10355,360,60,,
2555,2003\010010,2003,4,21,12,-45,-91,10360,10,50,2,0
2556,2003\010010,2003,4,21,13,-43,-83,10362,10,50,,
2557,2003\010010,2003,4,21,14,-43,-86,10363,360,60,,
2558,2003\010010,2003,4,21,15,-41,-86,10366,10,20,7,
2559,2003\010010,2003,4,21,16,-42,-87,10367,170,20,,
2560,2003\010010,2003,4,21,17,-42,-84,10369,170,20,,
2561,2003\010010,2003,4,21,18,-44,-85,10372,110,40,7,0
2562,2003\010010,2003,4,21,19,-45,-83,10375,110,30,,
2563,2003\010010,2003,4,21,20,-45,-84,10378,120,30,,
2564,2003\010010,2003,4,21,21,-47,-86,10380,110,30,,
2565,2003\010010,2003,4,21,22,-48,-88,10384,120,30,,
2566,2003\010010,2003,4,21,23,-48,-86,10383,140,30,,
2567,2003\010010,2003,4,22,0,-48,-87,10383,160,20,6,0
2568,2003\010010,2003,4,22,1,-47,-87,10384,160,30,,
2569,2003\010010,2003,4,22,2,-47,-85,10384,130,20,,
2570,2003\010010,2003,4,22,3,-45,-82,10385,110,30,,
2571,2003\010010,2003,4,22,4,-45,-81,10386,110,30,,
2572,2003\010010,2003,4,22,5,-42,-82,10386,130,30,,
2573,2003\010010,2003,4,22,6,-39,-81,10389,130,30,4,0
2574,2003\010010,2003,4,22,7,-36,-80,10392,130,30,,
2575,2003\010010,2003,4,22,8,-31,-75,10394,140,40,,
2576,2003\010010,2003,4,22,10,-24,-65,10396,130,40,,
2577,2003\010010,2003,4,22,11,-23,-62,10397,130,40,,
2578,2003\010010,2003,4,22,12,-20,-57,10397,130,30,6,0
2579,2003\010010,2003,4,22,13,-13,-52,10395,100,30,,
2580,2003\010010,2003,4,22,14,-13,-59,10396,100,30,,
2581,2003\010010,2003,4,22,15,-13,-55,10395,120,30,2,
2582,2003\010010,2003,4,22,16,-11,-58,10392,160,20,,
2583,2003\010010,2003,4,22,17,-12,-58,10391,140,10,,
2584,2003\010010,2003,4,22,18,-13,-57,10389,130,10,7,0
2585,2003\010010,2003,4,22,19,-14,-52,10389,100,20,,
2586,2003\010010,2003,4,22,20,-15,-53,10389,70,20,,
2587,2003\010010,2003,4,22,21,-15,-50,10389,70,20,,
2588,2003\010010,2003,4,22,22,-16,-53,10388,0,0,,
2589,2003\010010,2003,4,22,23,-16,-52,10387,330,10,,
2590,2003\010010,2003,4,23,0,-15,-51,10383,10,10,8,0
2591,2003\010010,2003,4,23,1,-13,-52,10383,30,10,,
2592,2003\010010,2003,4,23,2,-13,-45,10380,300,10,,
2593,2003\010010,2003,4,23,3,-10,-42,10378,340,10,,
2594,2003\010010,2003,4,23,4,-9,-51,10377,0,0,,
2595,2003\010010,2003,4,23,5,-7,-45,10375,110,10,,
2596,2003\010010,2003,4,23,6,-9,-35,10374,90,30,7,0
2597,2003\010010,2003,4,23,7,-8,-35,10374,250,10,,
2598,2003\010010,2003,4,23,8,-6,-37,10373,240,10,,
2599,2003\010010,2003,4,23,9,-4,-42,10373,220,20,8,
2600,2003\010010,2003,4,23,10,-1,-38,10371,180,10,,
2601,2003\010010,2003,4,23,11,0,-37,10370,170,20,,
2602,2003\010010,2003,4,23,12,4,-32,10367,130,20,7,0
2603,2003\010010,2003,4,23,13,5,-35,10363,120,20,,
2604,2003\010010,2003,4,23,14,8,-36,10360,130,20,,
2605,2003\010010,2003,4,23,15,8,-37,10358,130,20,7,
2606,2003\010010,2003,4,23,16,16,-21,10355,280,20,,
2607,2003\010010,2003,4,23,17,9,-27,10351,200,10,,
2608,2003\010010,2003,4,23,18,9,-31,10348,180,10,7,0
2609,2003\010010,2003,4,23,19,5,-24,10347,210,20,,
2610,2003\010010,2003,4,23,20,4,-17,10345,220,20,,
2611,2003\010010,2003,4,23,21,5,-19,10344,0,0,,
2612,2003\010010,2003,4,23,22,4,-40,10342,40,10,,
2613,2003\010010,2003,4,23,23,2,-17,10338,220,10,,
2614,2003\010010,2003,4,24,0,0,-27,10336,0,0,8,0
2615,2003\010010,2003,4,24,1,-1,-30,10334,0,0,,
2616,2003\010010,2003,4,24,2,-1,-19,10332,220,10,,
2617,2003\010010,2003,4,24,3,-1,-18,10330,50,10,,
2618,2003\010010,2003,4,24,4,-3,-21,10327,270,10,,
2619,2003\010010,2003,4,24,5,-2,-19,10322,210,10,,
2620,2003\010010,2003,4,24,6,0,-12,10318,210,30,8,
2621,2003\010010,2003,4,24,7,-1,-11,10318,200,20,,
2622,2003\010010,2003,4,24,9,-2,-9,10312,210,10,8,
2623,2003\010010,2003,4,24,10,1,-9,10307,50,10,,
2624,2003\010010,2003,4,24,11,16,-4,10303,280,60,,
2625,2003\010010,2003,4,24,12,12,-10,10302,280,80,8,20
2626,2003\010010,2003,4,24,13,11,-10,10301,280,80,,
2627,2003\010010,2003,4,24,14,9,-11,10300,280,80,,
2628,2003\010010,2003,4,24,15,6,-14,10293,300,90,8,
2629,2003\010010,2003,4,24,16,5,-16,10288,300,90,,
2630,2003\010010,2003,4,24,17,-13,-26,10295,360,70,,
2631,2003\010010,2003,4,24,18,-24,-38,10294,10,70,8,
2632,2003\010010,2003,4,24,19,-27,-42,10295,20,60,,
2633,2003\010010,2003,4,24,20,-29,-45,10293,360,70,,
2634,2003\010010,2003,4,24,21,-30,-47,10291,350,60,,
2635,2003\010010,2003,4,24,22,-32,-51,10292,360,60,,
2636,2003\010010,2003,4,24,23,-33,-53,10290,360,50,,
2637,2003\010010,2003,4,25,0,-32,-55,10286,10,50,8,8
2638,2003\010010,2003,4,25,1,-31,-56,10283,350,50,,
2639,2003\010010,2003,4,25,2,-30,-56,10279,360,60,,
2640,2003\010010,2003,4,25,3,-27,-57,10277,40,40,,
2641,2003\010010,2003,4,25,4,-28,-64,10270,10,80,,
2642,2003\010010,2003,4,25,5,-28,-56,10269,20,70,,
2643,2003\010010,2003,4,25,6,-25,-50,10265,10,60,8,
2644,2003\010010,2003,4,25,9,-19,-53,10259,10,80,7,
2645,2003\010010,2003,4,25,10,-21,-47,10261,360,50,,
2646,2003\010010,2003,4,25,11,-21,-43,10259,10,70,,
2647,2003\010010,2003,4,25,12,-23,-46,10256,20,80,7,
2648,2003\010010,2003,4,25,13,-24,-39,10256,10,70,,
2649,2003\010010,2003,4,25,14,-21,-38,10251,10,60,,
2650,2003\010010,2003,4,25,15,-19,-50,10249,10,60,7,
2651,2003\010010,2003,4,25,16,-17,-48,10244,10,60,,
2652,2003\010010,2003,4,25,17,-15,-48,10240,360,40,,
2653,2003\010010,2003,4,25,18,-19,-55,10237,10,70,7,
2654,2003\010010,2003,4,25,19,-22,-53,10236,10,80,,
2655,2003\010010,2003,4,25,20,-26,-64,10235,20,90,,
2656,2003\010010,2003,4,25,21,-29,-67,10235,20,100,,
2657,2003\010010,2003,4,25,22,-30,-69,10233,10,70,,
2658,2003\010010,2003,4,25,23,-29,-49,10230,360,70,,
2659,2003\010010,2003,4,26,0,-25,-43,10227,360,60,6,
2660,2003\010010,2003,4,26,1,-26,-50,10222,20,110,,
2661,2003\010010,2003,4,26,2,-28,-52,10220,10,80,,
2662,2003\010010,2003,4,26,3,-27,-52,10217,20,90,,
2663,2003\010010,2003,4,26,4,-29,-47,10211,10,100,,
2664,2003\010010,2003,4,26,5,-30,-58,10206,360,110,,
2665,2003\010010,2003,4,26,6,-28,-48,10200,350,90,8,
2666,2003\010010,2003,4,26,7,-26,-46,10195,360,110,,
2667,2003\010010,2003,4,26,8,-27,-45,10194,360,110,,
2668,2003\010010,2003,4,26,9,-25,-43,10186,360,100,8,
2669,2003\010010,2003,4,26,10,-25,-42,10181,350,120,,
2670,2003\010010,2003,4,26,11,-22,-39,10175,350,140,,
2671,2003\010010,2003,4,26,12,-18,-31,10166,340,120,7,
2672,2003\010010,2003,4,26,13,-15,-27,10154,320,130,,
2673,2003\010010,2003,4,26,14,-6,-21,10152,310,90,,
2674,2003\010010,2003,4,26,15,11,-38,10150,10,50,2,
2675,2003\010010,2003,4,26,16,3,-25,10147,330,60,,
2676,2003\010010,2003,4,26,17,4,-18,10143,340,60,,
2677,2003\010010,2003,4,26,18,5,-17,10148,90,100,5,
2678,2003\010010,2003,4,26,19,10,-20,10151,60,110,,
2679,2003\010010,2003,4,26,20,11,-25,10156,70,130,,
2680,2003\010010,2003,4,26,21,8,-29,10162,70,110,,
2681,2003\010010,2003,4,26,22,7,-33,10164,60,80,,
2682,2003\010010,2003,4,26,23,12,-40,10167,30,70,,
2683,2003\010010,2003,4,27,0,4,-34,10171,50,120,7,
2684,2003\010010,2003,4,27,1,9,-67,10170,50,60,,
2685,2003\010010,2003,4,27,2,3,-50,10172,350,60,,
2686,2003\010010,2003,4,27,3,0,-46,10170,330,70,,
2687,2003\010010,2003,4,27,4,-4,-52,10171,350,60,,
2688,2003\010010,2003,4,27,5,-5,-50,10173,190,40,,
2689,2003\010010,2003,4,27,6,-9,-46,10180,350,80,6,
2690,2003\010010,2003,4,27,7,-11,-47,10180,10,130,,
2691,2003\010010,2003,4,27,8,-13,-47,10181,20,130,,
2692,2003\010010,2003,4,27,9,-13,-57,10184,20,130,4,
2693,2003\010010,2003,4,27,10,-15,-69,10184,20,140,,
2694,2003\010010,2003,4,27,11,-16,-68,10189,20,140,,
2695,2003\010010,2003,4,27,12,-5,-61,10194,110,50,4,0
2696,2003\010010,2003,4,27,13,-15,-65,10188,20,130,,
2697,2003\010010,2003,4,27,14,-15,-52,10184,20,160,,
2698,2003\010010,2003,4,27,15,-21,-45,10183,360,140,5,
2699,2003\010010,2003,4,27,16,-24,-46,10177,10,140,,
2700,2003\010010,2003,4,27,17,-20,-39,10175,360,120,,
2701,2003\010010,2003,4,27,18,-1,-46,10175,360,100,7,
2702,2003\010010,2003,4,27,19,-4,-43,10180,350,60,,
2703,2003\010010,2003,4,27,20,1,-52,10185,10,60,,
2704,2003\010010,2003,4,27,21,0,-51,10188,80,50,,
2705,2003\010010,2003,4,27,22,-6,-49,10195,20,40,,
2706,2003\010010,2003,4,27,23,-13,-47,10199,360,70,,
2707,2003\010010,2003,4,28,0,-17,-53,10203,10,30,7,-1
2708,2003\010010,2003,4,28,1,-18,-53,10206,280,40,,
2709,2003\010010,2003,4,28,2,-20,-54,10207,350,40,,
2710,2003\010010,2003,4,28,3,-21,-59,10206,240,40,,
2711,2003\010010,2003,4,28,4,-23,-63,10208,280,30,,
2712,2003\010010,2003,4,28,5,-25,-68,10211,350,20,,
2713,2003\010010,2003,4,28,6,-24,-68,10213,360,60,,
2714,2003\010010,2003,4,28,7,-20,-71,10221,250,30,,
2715,2003\010010,2003,4,28,8,-23,-72,10227,180,20,,
2716,2003\010010,2003,4,28,9,-21,-80,10230,150,40,7,
2717,2003\010010,2003,4,28,10,-21,-74,10234,290,30,,
2718,2003\010010,2003,4,28,11,-25,-67,10237,10,70,,
2719,2003\010010,2003,4,28,12,-35,-85,10245,20,100,7,
2720,2003\010010,2003,4,28,13,-35,-80,10246,20,110,,
2721,2003\010010,2003,4,28,14,-34,-80,10245,20,100,,
2722,2003\010010,2003,4,28,15,-36,-80,10246,20,100,5,
2723,2003\010010,2003,4,28,16,-39,-82,10250,20,100,,
2724,2003\010010,2003,4,28,17,-44,-87,10252,20,120,,
2725,2003\010010,2003,4,28,18,-44,-85,10247,20,140,4,
2726,2003\010010,2003,4,28,19,-45,-80,10250,360,100,,
2727,2003\010010,2003,4,28,20,-49,-93,10255,360,90,,
2728,2003\010010,2003,4,28,21,-50,-89,10262,10,80,,
2729,2003\010010,2003,4,28,22,-53,-97,10263,20,70,,
2730,2003\010010,2003,4,28,23,-54,-94,10262,30,90,,
2731,2003\010010,2003,4,29,0,-54,-94,10261,20,100,6,
2732,2003\010010,2003,4,29,1,-56,-99,10256,20,100,,
2733,2003\010010,2003,4,29,2,-55,-96,10255,360,80,,
2734,2003\010010,2003,4,29,3,-55,-98,10259,20,60,,
2735,2003\010010,2003,4,29,4,-55,-99,10255,20,80,,
2736,2003\010010,2003,4,29,5,-55,-98,10254,40,70,,
2737,2003\010010,2003,4,29,6,-54,-98,10248,20,110,5,
2738,2003\010010,2003,4,29,7,-55,-102,10251,360,50,,
2739,2003\010010,2003,4,29,8,-54,-103,10252,20,70,,
2740,2003\010010,2003,4,29,9,-51,-96,10250,20,70,7,
2741,2003\010010,2003,4,29,10,-53,-103,10249,350,70,,
2742,2003\010010,2003,4,29,11,-53,-96,10246,10,60,,
2743,2003\010010,2003,4,29,12,-52,-86,10244,360,50,7,
2744,2003\010010,2003,4,29,13,-52,-84,,10,60,,
2745,2003\010010,2003,4,29,14,-54,-90,10238,350,50,,
2746,2003\010010,2003,4,29,15,-50,-96,10233,360,50,7,
2747,2003\010010,2003,4,29,16,-59,-93,10231,10,50,,
2748,2003\010010,2003,4,29,17,-59,-103,10227,360,40,,
2749,2003\010010,2003,4,29,18,-58,-91,10223,10,40,6,
2750,2003\010010,2003,4,29,19,-58,-105,10221,350,40,,
2751,2003\010010,2003,4,29,20,-60,-96,10216,340,40,,
2752,2003\010010,2003,4,29,21,-61,-99,10212,350,30,,
2753,2003\010010,2003,4,29,22,-63,-110,10208,320,20,,
2754,2003\010010,2003,4,29,23,-61,-106,10202,240,20,,
2755,2003\010010,2003,4,30,0,-60,-95,10195,360,40,7,3
2756,2003\010010,2003,4,30,1,-67,-95,10193,10,70,,
2757,2003\010010,2003,4,30,2,-70,-121,10192,350,60,,
2758,2003\010010,2003,4,30,3,-74,-121,10188,350,60,,
2759,2003\010010,2003,4,30,4,-79,-127,10184,350,70,,
2760,2003\010010,2003,4,30,5,-80,-144,10180,360,60,,
2761,2003\010010,2003,4,30,6,-74,-128,10178,350,70,7,
2762,2003\010010,2003,4,30,7,-69,-97,10174,350,50,,
2763,2003\010010,2003,4,30,8,-68,-90,10170,10,60,,
2764,2003\010010,2003,4,30,9,-57,-89,10172,20,100,7,
2765,2003\010010,2003,4,30,11,-61,-88,10174,360,80,,
2766,2003\010010,2003,4,30,12,-59,-94,10173,10,110,7,
2767,2003\010010,2003,4,30,13,-58,-99,10176,10,100,,
2768,2003\010010,2003,4,30,14,-61,-94,10175,360,90,,
2769,2003\010010,2003,4,30,15,-62,-105,10172,10,90,7,
2770,2003\010010,2003,4,30,16,-63,-104,10172,10,100,,
2771,2003\010010,2003,4,30,17,-67,-103,10172,360,70,,
2772,2003\010010,2003,4,30,18,-67,-104,10171,360,70,7,
2773,2003\010010,2003,4,30,19,-68,-110,10170,10,80,,
2774,2003\010010,2003,4,30,20,-71,-108,10168,10,100,,
2775,2003\010010,2003,4,30,21,-75,-108,10170,350,90,,
2776,2003\010010,2003,4,30,22,-83,-124,10171,340,90,,
2777,2003\010010,2003,4,30,23,-80,-116,10168,360,70,,
2778,2003\010010,2003,5,1,0,-76,-98,10165,350,70,7,
2779,2003\010010,2003,5,1,1,-73,,10162,360,80,,
2780,2003\010010,2003,5,1,2,-68,-95,10163,360,70,,
2781,2003\010010,2003,5,1,3,-60,-86,10158,350,80,,
2782,2003\010010,2003,5,1,4,-58,-78,10155,350,80,,
2783,2003\010010,2003,5,1,5,-59,-78,10152,10,110,,
2784,2003\010010,2003,5,1,6,-55,-69,10151,360,100,8,
2785,2003\010010,2003,5,1,7,-52,-75,10152,10,130,,
2786,2003\010010,2003,5,1,9,-47,-87,10154,10,110,7,
2787,2003\010010,2003,5,1,11,-43,-86,10152,10,140,,
2788,2003\010010,2003,5,1,12,-47,-81,10156,10,120,7,
2789,2003\010010,2003,5,1,13,-49,-85,10156,360,120,,
2790,2003\010010,2003,5,1,14,-45,-82,10153,350,120,,
2791,2003\010010,2003,5,1,15,-46,-74,10150,360,140,7,
2792,2003\010010,2003,5,1,16,-47,-70,10150,360,140,,
2793,2003\010010,2003,5,1,17,-45,-70,10150,350,140,,
2794,2003\010010,2003,5,1,18,-47,-79,10154,360,110,7,
2795,2003\010010,2003,5,1,19,-48,-86,10156,360,120,,
2796,2003\010010,2003,5,1,20,-45,-86,10157,360,90,,
2797,2003\010010,2003,5,1,21,-44,-80,10159,360,90,,
2798,2003\010010,2003,5,1,22,-47,-91,10161,10,80,,
2799,2003\010010,2003,5,1,23,-46,-86,10162,10,90,,
2800,2003\010010,2003,5,2,0,-42,-76,10163,10,100,7,
2801,2003\010010,2003,5,2,1,-44,-74,10164,10,90,,
2802,2003\010010,2003,5,2,2,-41,-81,10167,360,80,,
2803,2003\010010,2003,5,2,3,-41,-87,10167,360,90,,
2804,2003\010010,2003,5,2,4,-46,-84,10170,10,90,,
2805,2003\010010,2003,5,2,5,-52,-80,10172,360,80,,
2806,2003\010010,2003,5,2,6,-48,-75,10173,360,70,8,
2807,2003\010010,2003,5,2,7,-49,-67,10174,10,70,,
2808,2003\010010,2003,5,2,8,-47,-78,10177,350,70,,
2809,2003\010010,2003,5,2,9,-45,-68,10179,360,60,8,
2810,2003\010010,2003,5,2,10,-49,-79,10182,360,90,,
2811,2003\010010,2003,5,2,11,-49,-83,10183,10,90,,
2812,2003\010010,2003,5,2,12,-49,-84,10186,10,90,7,5
2813,2003\010010,2003,5,2,13,-57,-82,10188,10,90,,
2814,2003\010010,2003,5,2,14,-49,-76,10191,360,70,,
